db,table,column,type,length,precision,scale,nullable,padded
dbo,SettingsPlantTimeWindows,ProcessParameterHistory,int,4,10,0,0,0
dbo,SettingsPlantTimeWindows,OPCItemHistoryHistory,int,4,10,0,0,0
dbo,SettingsPlantTimeWindows,InitialLineInfoHistory,int,4,10,0,0,0
dbo,SettingsPlantTimeWindows,MaintenanceProjectionPeriod,int,4,10,0,0,0
dbo,SettingsPlantTimeWindows,ShiftLookAheadDays,int,4,10,0,0,0
dbo,SettingsPlantTimeWindows,ForwardSchedulingWindow,int,4,10,0,0,0
dbo,SettingsPlantTimeWindows,DefaultMaxTrendRecallWindow,int,4,10,0,0,0
dbo,SettingsPlantTimeWindows,DefaultConcernDuePeriod,int,4,10,0,1,0
dbo,Shift,ShiftID,int,4,10,0,0,0
dbo,Shift,ShiftTypeID,smallint,2,5,0,0,0
dbo,Shift,ShiftPatternID,smallint,2,5,0,0,0
dbo,Shift,FromDT,datetime,8,23,3,0,0
dbo,Shift,ToDT,datetime,8,23,3,0,0
dbo,Shift,Sequence,smallint,2,5,0,1,0
dbo,ShiftlyChecksDone,ShiftlyChecksDoneID,int,4,10,0,0,0
dbo,ShiftlyChecksDone,shiftid,int,4,10,0,0,0
dbo,ShiftlyChecksDone,jobid,int,4,10,0,0,0
dbo,ShiftlyChecksDone,fromdt,datetime,8,23,3,0,0
dbo,ShiftlyChecksDone,todt,datetime,8,23,3,0,0
dbo,ShiftlyChecksDone,partid,int,4,10,0,0,0
dbo,ShiftlyChecksDone,acquisitioncontextid,int,4,10,0,0,0
dbo,ShiftlyChecksDone,machinestageid,int,4,10,0,0,0
dbo,ShiftlyChecksDone,acquisitionvariantid,int,4,10,0,1,0
dbo,ShiftlyChecksDone,acquisitionid,int,4,10,0,1,0
dbo,ShiftlyChecksDone,downtime,float,8,53,0,1,0
dbo,ShiftlyChecksDone,uptime,float,8,53,0,1,0
dbo,ShiftlyChecksDone,total_time,float,8,53,0,1,0
dbo,ShiftlyChecksDone,datacollectionperiod,float,8,53,0,1,0
dbo,ShiftlyChecksDone,checks_req,float,8,53,0,1,0
dbo,ShiftlyChecksDone,checks_req_after_downtime,float,8,53,0,1,0
dbo,ShiftlyChecksDone,checks_done,int,4,10,0,1,0
dbo,ShiftlyChecksDone,updated_dt,datetime,8,23,3,1,0
dbo,ShiftPattern,ShiftPatternID,smallint,2,5,0,0,0
dbo,ShiftPattern,ShiftPattern,nvarchar,100,0,0,0,1
dbo,ShiftPattern,PatternDuration,int,4,10,0,0,0
dbo,ShiftPattern,IsPatternDirty,tinyint,1,3,0,0,0
dbo,ShiftPattern,IsCustomPeriod,tinyint,1,3,0,0,0
dbo,ShiftSequence,ShiftSequenceID,smallint,2,5,0,0,0
dbo,ShiftSequence,ShiftPatternID,smallint,2,5,0,0,0
dbo,ShiftSequence,ShiftTypeID,smallint,2,5,0,0,0
dbo,ShiftSequence,Sequence,smallint,2,5,0,0,0
dbo,ShiftSequence,ShiftStartTime,datetime,8,23,3,0,0
dbo,ShiftSequence,ShiftEndTime,datetime,8,23,3,0,0
dbo,ShiftType,ShiftTypeID,smallint,2,5,0,0,0
dbo,ShiftType,Name,nvarchar,100,0,0,0,1
dbo,ShiftType,Description,nvarchar,508,0,0,1,1
dbo,ShiftType,IsNonWorking,tinyint,1,3,0,0,0
dbo,SPCCalcStyle_CUS,SPCCalcStyleID,smallint,2,5,0,0,0
dbo,SPCCalcStyle_CUS,SPCCalcStyle,nvarchar,100,0,0,0,1
dbo,SPCCalcStyle_CUS,CmThreshold,float,8,53,0,0,0
dbo,SPCCalcStyle_CUS,CpThreshold,float,8,53,0,0,0
dbo,SPCCalcStyle_CUS,PpThreshold,float,8,53,0,0,0
dbo,SPCCalcStyle_CUS,CgThreshold,float,8,53,0,0,0
dbo,SPCCalcStyle_CUS,RnRThreshold,float,8,53,0,0,0
dbo,SPCCalcStyle_CUS,IsShowCpOnlyIfStable,tinyint,1,3,0,0,0
dbo,SPCCalcStyle_CUS,CAMTarget,float,8,53,0,0,0
dbo,SPCCalcStyle_CUS,CpBasedOnID,tinyint,1,3,0,0,0
dbo,SPCCalcStyle_CUS,CLBasedOnID,tinyint,1,3,0,0,0
dbo,SPCChartComponent,SPCChartComponentID,int,4,10,0,0,0
dbo,SPCChartComponent,SPCChartDefID,int,4,10,0,0,0
dbo,SPCChartComponent,SPCVarChartID,int,4,10,0,0,0
dbo,SPCChartControlLimit,SPCChartControlLimitID,int,4,10,0,0,0
dbo,SPCChartControlLimit,SPCChartComponentID,int,4,10,0,0,0
dbo,SPCChartControlLimit,RfChartComponentID,tinyint,1,3,0,0,0
dbo,SPCChartControlLimit,RfChart,nvarchar,40,0,0,0,1
dbo,SPCChartControlLimit,UCL,float,8,53,0,1,0
dbo,SPCChartControlLimit,CL,float,8,53,0,1,0
dbo,SPCChartControlLimit,LCL,float,8,53,0,1,0
dbo,SPCChartControlLimit,FromDT,datetime,8,23,3,0,0
dbo,SPCChartControlLimit,ToDT,datetime,8,23,3,0,0
dbo,SPCChartControlLimit,RangeToDT,datetime,8,23,3,0,0
dbo,SPCChartControlLimit,ModifiedDT,datetime,8,23,3,0,0
dbo,SPCChartControlLimit,LoginID,smallint,2,5,0,0,0
dbo,SPCChartControlLimit,RangeFromDT,datetime,8,23,3,0,0
dbo,SPCChartDef,SPCChartDefID,int,4,10,0,0,0
dbo,SPCChartDef,VariableTypeID,int,4,10,0,0,0
dbo,SPCChartDef,SPCRuleID,smallint,2,5,0,0,0
dbo,SPCChartDef,RfStudyTypeID,smallint,2,5,0,0,0
dbo,SPCChartDef,GroupingSize,smallint,2,5,0,0,0
dbo,SPCChartDef,MovingRange,smallint,2,5,0,0,0
dbo,SPCChartDef,SPCCalcStyleID,smallint,2,5,0,0,0
dbo,SPCChartDef,RfGroupingID,tinyint,1,3,0,0,0
dbo,SPCChartDef,NGroupMarkerID,int,4,10,0,1,0
dbo,SPCChartDef,CpBasedOnID,tinyint,1,3,0,0,0
dbo,SPCChartDef,CLBasedOnID,tinyint,1,3,0,0,0
dbo,SPCChartSet,SPCChartSetID,smallint,2,5,0,0,0
dbo,SPCChartSet,SPCChartSet,nvarchar,508,0,0,0,1
dbo,SPCChartSet,AcquisitionID,smallint,2,5,0,1,0
dbo,SPCChartSet,SPCURI,nvarchar,508,0,0,1,1
dbo,SPCChartSet,RfDataBandID,tinyint,1,3,0,0,0
dbo,SPCChartSet,NPeriods,int,4,10,0,0,0
dbo,SPCChartSet,SpecTypeID,smallint,2,5,0,0,0
dbo,SPCChartSet,IsRunningProductOnly,tinyint,1,3,0,0,0
dbo,SPCChartSet,LHSessionID,int,4,10,0,1,0
dbo,SPCChartSet,MaxTrendRecallWindow,smallint,2,5,0,0,0
dbo,SPCChartSetView,SPCChartSetViewID,int,4,10,0,0,0
dbo,SPCChartSetView,SPCChartSetView,nvarchar,508,0,0,0,1
dbo,SPCChartSetView,Sequence,smallint,2,5,0,0,0
dbo,SPCChartSetView,SPCChartSetID,smallint,2,5,0,0,0
dbo,SPCChartSetView,RfChartSetViewTypeID,smallint,2,5,0,0,0
dbo,SPCChartSetView,NoCols,smallint,2,5,0,1,0
dbo,SPCChartSetView,NoRows,smallint,2,5,0,1,0
dbo,SPCChartSetView,Caption,nvarchar,100,0,0,1,1
dbo,SPCChartSetView,Tooltip,nvarchar,508,0,0,1,1
dbo,SPCChartSetView,IsAggregated,tinyint,1,3,0,0,0
dbo,SPCChartSetView,RfCutByIDs,varchar,50,0,0,1,1
dbo,SPCChartSetView,IsPanelled,tinyint,1,3,0,0,0
dbo,SPCChartSetView,ImageURI,nvarchar,508,0,0,1,1
dbo,SPCChartSetView,GridImageRender,varchar,50,0,0,1,1
dbo,SPCChartSetView,ParetoXAxis,nvarchar,508,0,0,1,1
dbo,SPCChartSetView,ParetoStackBy,nvarchar,508,0,0,1,1
dbo,SPCChartSetView,SPCChartSetViewStyleID,smallint,2,5,0,0,0
dbo,SPCChartSetView,IsAutoFit,tinyint,1,3,0,0,0
dbo,SPCChartSetView,OverlayFlags,int,4,10,0,0,0
dbo,SPCChartSetViewStyle_CUS,SPCChartSetViewStyleID,smallint,2,5,0,0,0
dbo,SPCChartSetViewStyle_CUS,SPCChartSetViewStyle,nvarchar,508,0,0,0,1
dbo,SPCChartSetViewStyle_CUS,IsSpecLimits,tinyint,1,3,0,0,0
dbo,SPCChartSetViewStyle_CUS,IsControlLimitZones,tinyint,1,3,0,0,0
dbo,SPCChartSetViewStyle_CUS,IsGrid,tinyint,1,3,0,0,0
dbo,SPCChartSetViewStyle_CUS,IsTimescaled,tinyint,1,3,0,0,0
dbo,SPCChartSetViewStyle_CUS,IsHAxis,tinyint,1,3,0,0,0
dbo,SPCChartSetViewStyle_CUS,IsVAxis,tinyint,1,3,0,0,0
dbo,SPCChartSetViewStyle_CUS,IsXChart,tinyint,1,3,0,0,0
dbo,SPCChartSetViewStyle_CUS,IsRsChart,tinyint,1,3,0,0,0
dbo,SPCChartSetViewStyle_CUS,IsRsWChart,tinyint,1,3,0,0,0
dbo,SPCChartSetViewStyle_CUS,IsDistribution,tinyint,1,3,0,0,0
dbo,SPCChartSetViewStyle_CUS,IsShowComments,tinyint,1,3,0,0,0
dbo,SPCChartSetViewStyle_CUS,IsXScatter,tinyint,1,3,0,0,0
dbo,SPCChartSetViewStyle_CUS,IsIncludeIgnored,tinyint,1,3,0,0,0
dbo,SPCChartSetViewStyle_CUS,IsOnlyOSOCCharts,tinyint,1,3,0,0,0
dbo,SPCChartSetViewStyle_CUS,SPCStatsStyleID,smallint,2,5,0,1,0
dbo,SPCChartSetViewStyle_CUS,IsVerticalOverview,tinyint,1,3,0,0,0
dbo,SPCChartSetViewStyle_CUS,OverviewWidth,smallint,2,5,0,0,0
dbo,SPCChartSetViewStyle_CUS,OverviewHeight,smallint,2,5,0,0,0
dbo,SPCChartSetViewStyle_CUS,PageBreakRfCutByIDs,varchar,50,0,0,1,1
dbo,SPCChartSetViewStyle_CUS,ChartWidth,smallint,2,5,0,0,0
dbo,SPCChartSetViewStyle_CUS,ChartHeight,smallint,2,5,0,0,0
dbo,SPCChartSetViewStyle_CUS,IsFixedScale,tinyint,1,3,0,0,0
dbo,SPCChartSetViewStyle_CUS,IsParetoCurve,tinyint,1,3,0,0,0
dbo,SPCChartSetViewStyle_CUS,IsLegend,tinyint,1,3,0,0,0
dbo,SPCChartSetViewStyle_CUS,IsHorizontalDistribution,tinyint,1,3,0,0,0
dbo,SPCChartSetViewStyle_CUS,IsSigmaLines,tinyint,1,3,0,0,0
dbo,SPCChartSetViewStyle_CUS,IsShowCAComments,tinyint,1,3,0,0,0
dbo,SPCChartSetViewStyle_CUS,IsShowUnAckAlarms,tinyint,1,3,0,0,0
dbo,SPCChartSetViewStyle_CUS,HorizontalOffset,smallint,2,5,0,0,0
dbo,SPCChartSetViewStyle_CUS,IsShowLimitLabels,tinyint,1,3,0,0,0
dbo,SPCChartSetViewStyle_CUS,IsColourZones,tinyint,1,3,0,0,0
dbo,SPCChartSetViewStyle_CUS,IsSystem,tinyint,1,3,0,0,0
dbo,SPCChartSetViewStyle_CUS,IsOSHotCold,tinyint,1,3,0,0,0
dbo,SPCChartSetViewStyle_CUS,FixedScaleOverscaling,float,8,53,0,0,0
dbo,SPCChartSetViewStyle_CUS,IsConstantTitleRow,tinyint,1,3,0,0,0
dbo,SPCChartSetViewStyle_CUS,IsShowStatCategories,tinyint,1,3,0,0,0
dbo,SPCChartSetViewStyle_CUS,IsOverlayEnvelope,tinyint,1,3,0,0,0
dbo,SPCChartSetViewStyle_CUS,IsGradientBackground,tinyint,1,3,0,0,0
dbo,SPCChartSetViewStyle_CUS,RunChartFont,tinyint,1,3,0,0,0
dbo,SPCChartSetViewStyle_CUS,DistributionFont,tinyint,1,3,0,0,0
dbo,SPCChartSetViewStyle_CUS,StatisticsFont,tinyint,1,3,0,0,0
dbo,SPCChartSetViewStyle_CUS,VAxisFont,tinyint,1,3,0,0,0
dbo,SPCChartSetViewStyle_CUS,HAxisFont,tinyint,1,3,0,0,0
dbo,SPCChartSetViewStyle_CUS,OverlayKeyFont,tinyint,1,3,0,0,0
dbo,SPCChartSetViewStyle_CUS,IsShowOverlayKey,tinyint,1,3,0,0,0
dbo,SPCDefaultControlLimit,SPCDefaultControlLimitID,int,4,10,0,0,0
dbo,SPCDefaultControlLimit,SPCChartDefID,int,4,10,0,0,0
dbo,SPCDefaultControlLimit,RfChartComponentID,tinyint,1,3,0,0,0
dbo,SPCDefaultControlLimit,RfChart,nvarchar,40,0,0,0,1
dbo,SPCDefaultControlLimit,UCL,float,8,53,0,1,0
dbo,SPCDefaultControlLimit,CL,float,8,53,0,1,0
dbo,SPCDefaultControlLimit,LCL,float,8,53,0,1,0
dbo,SPCDefaultControlLimit,ModifiedDT,datetime,8,23,3,0,0
dbo,SPCDefaultControlLimit,LoginID,smallint,2,5,0,0,0
dbo,SPCDefaultControlLimit,ProductID,int,4,10,0,0,0
dbo,SPCDefaultView,SPCDefaultViewID,smallint,2,5,0,0,0
dbo,SPCDefaultView,Sequence,smallint,2,5,0,0,0
dbo,SPCDefaultView,RfChartSetViewTypeID,smallint,2,5,0,0,0
dbo,SPCDefaultView,NoCols,smallint,2,5,0,0,0
dbo,SPCDefaultView,NoRows,smallint,2,5,0,0,0
dbo,SPCDefaultView,Caption,nvarchar,100,0,0,0,1
dbo,SPCDefaultView,Tooltip,nvarchar,508,0,0,1,1
dbo,SPCDefaultView,IsAggregated,tinyint,1,3,0,0,0
dbo,SPCDefaultView,RfCutByIDs,varchar,50,0,0,1,1
dbo,SPCDefaultView,IsPanelled,tinyint,1,3,0,0,0
dbo,SPCDefaultView,ImageURI,nvarchar,508,0,0,1,1
dbo,SPCDefaultView,GridImageRender,varchar,50,0,0,1,1
dbo,SPCDefaultView,ParetoXAxis,nvarchar,508,0,0,1,1
dbo,SPCDefaultView,ParetoStackBy,nvarchar,508,0,0,1,1
dbo,SPCDefaultView,SPCChartSetViewStyleID,smallint,2,5,0,0,0
dbo,SPCDefaultView,IsAutoFit,tinyint,1,3,0,0,0
dbo,SPCDefaultView,AcquisitionUsageID,tinyint,1,3,0,0,0
dbo,SPCDefaultView,OverlayFlags,int,4,10,0,0,0
dbo,SPCRule,SPCRuleID,smallint,2,5,0,0,0
dbo,SPCRule,SPCRule,nvarchar,100,0,0,0,1
dbo,SPCRule,TAGMSTYPE1ID,smallint,2,5,0,1,0
dbo,SPCStatsStyle_CUS,SPCStatsStyleID,smallint,2,5,0,0,0
dbo,SPCStatsStyle_CUS,SPCStatsStyle,nvarchar,100,0,0,0,1
dbo,SPCStatsStyle_CUS,IsSystem,tinyint,1,3,0,0,0
dbo,SPCVarChart,SPCVarChartID,int,4,10,0,0,0
dbo,SPCVarChart,SPCRuleID,smallint,2,5,0,0,0
dbo,SPCVarChart,ProductID,int,4,10,0,1,0
dbo,SPCVarChart,AcquisitionID,smallint,2,5,0,1,0
dbo,SPCVarChart,MachineStageID,smallint,2,5,0,1,0
dbo,SPCVarChart,VariableTypeID,int,4,10,0,1,0
dbo,SPCVarChart,RfAttributeClassID,tinyint,1,3,0,1,0
dbo,SPCVarChart,HeadNo,smallint,2,5,0,1,0
dbo,SPCVarChart,RfAcquisitionClassID,tinyint,1,3,0,1,0
dbo,SPCVarChart,TrendStartMSID,int,4,10,0,1,0
dbo,SPCVarChart,TAGMSTYPE1ID,smallint,2,5,0,1,0
dbo,SPCVarChart,ATTRIBUTETYPEID,smallint,2,5,0,1,0
dbo,SPCVarChart,TAGMSVALUE1,nvarchar,508,0,0,1,1
dbo,SPCVarChart,CreateDT,datetime,8,23,3,0,0
dbo,SPCVarChart,LoginID,int,4,10,0,0,0
dbo,SPCVarChart,IsMsetInsert,tinyint,1,3,0,0,0
dbo,Spec,SpecID,int,4,10,0,0,0
dbo,Spec,VariableID,int,4,10,0,0,0
dbo,Spec,USL,float,8,53,0,1,0
dbo,Spec,NOM,float,8,53,0,1,0
dbo,Spec,LSL,float,8,53,0,1,0
dbo,Spec,SpecTypeID,smallint,2,5,0,0,0
dbo,Spec,IsEdited,tinyint,1,3,0,0,0
dbo,Spec,RevisionNo,smallint,2,5,0,0,0
dbo,Spec,DecPlaces,tinyint,1,3,0,0,0
dbo,Spec_,SpecID,int,4,10,0,0,0
dbo,Spec_,LoginID,smallint,2,5,0,0,0
dbo,Spec_,Units,nvarchar,40,0,0,1,1
dbo,Spec_,URL,float,8,53,0,1,0
dbo,Spec_,LRL,float,8,53,0,1,0
dbo,Spec_,FromDT,datetime,8,23,3,0,0
dbo,Spec_,ToDT,datetime,8,23,3,0,0
dbo,Spec_,Comments,nvarchar,2000,0,0,1,1
dbo,Spec_,ModifiedDT,datetime,8,23,3,0,0
dbo,Spec_,DrawingNumber,nvarchar,508,0,0,1,1
dbo,SpecType,SpecTypeID,smallint,2,5,0,0,0
dbo,SpecType,SpecType,nvarchar,100,0,0,0,1
dbo,SpecType,CUSTOMERID,smallint,2,5,0,0,0
dbo,SPMM_CalTools,EDIT,nvarchar,510,0,0,1,1
dbo,SPMM_CalTools,Site,nvarchar,510,0,0,1,1
dbo,SPMM_CalTools,Control_No,nvarchar,510,0,0,1,1
dbo,SPMM_CalTools,CSF_No,float,8,53,0,1,0
dbo,SPMM_CalTools,AssetExternalControl_No,nvarchar,510,0,0,1,1
dbo,SPMM_CalTools,Manufacturer,nvarchar,510,0,0,1,1
dbo,SPMM_CalTools,EquipmentName,nvarchar,510,0,0,1,1
dbo,SPMM_CalTools,Model_No,nvarchar,510,0,0,1,1
dbo,SPMM_CalTools,Serial_No,float,8,53,0,1,0
dbo,SPMM_CalTools,EquipmentLocation,nvarchar,510,0,0,1,1
dbo,SPMM_CalTools,CalRequired,nvarchar,510,0,0,1,1
dbo,SPMM_CalTools,CalFrequency,nvarchar,510,0,0,1,1
dbo,SPMM_CalTools,CalDate,datetime,8,23,3,1,0
dbo,SPMM_CalTools,CalDueDate,datetime,8,23,3,1,0
dbo,SPMM_CalTools,Owner,nvarchar,510,0,0,1,1
dbo,SPMM_CalTools,CalibrationSite,nvarchar,510,0,0,1,1
dbo,SPMM_CalTools,Calibrator,nvarchar,510,0,0,1,1
dbo,SPMM_CalTools,Status,nvarchar,510,0,0,1,1
dbo,SPMM_CalTools,Isthelastcalibrationoutoftolerance,nvarchar,510,0,0,1,1
dbo,SPMM_CalTools,DueDate,datetime,8,23,3,1,0
dbo,SPMM_DMCost,Oracle_PN,nvarchar,100,0,0,1,1
dbo,SPMM_DMCost,Description,nvarchar,510,0,0,1,1
dbo,SPMM_DMCost,Cost,float,8,53,0,1,0
dbo,Supplier,SupplierID,smallint,2,5,0,0,0
dbo,Supplier,Supplier,nvarchar,508,0,0,0,1
dbo,Supplier,SupplierCode,nvarchar,508,0,0,1,1
dbo,Supplier,AddressID,smallint,2,5,0,0,0
dbo,sysdiagrams,name,sysname,256,0,0,0,1
dbo,sysdiagrams,principal_id,int,4,10,0,0,0
dbo,sysdiagrams,diagram_id,int,4,10,0,0,0
dbo,sysdiagrams,version,int,4,10,0,1,0
dbo,sysdiagrams,definition,varbinary,-1,0,0,1,1
dbo,TagCauseAction,TagCauseActionID,int,4,10,0,0,0
dbo,TagCauseAction,CauseActionID,int,4,10,0,0,0
dbo,TagCauseAction,TagTypeID,smallint,2,5,0,0,0
dbo,TagCauseAction,TagValue,nvarchar,508,0,0,0,1
dbo,TagCauseAction,DT,datetime,8,23,3,0,0
dbo,TagDef,TagDefID,int,4,10,0,0,0
dbo,TagDef,TagOwnerID,int,4,10,0,0,0
dbo,TagDef,RfTable,nvarchar,60,0,0,0,1
dbo,TagDef,TagTypeID,smallint,2,5,0,0,0
dbo,TagDef,TagValue,nvarchar,508,0,0,0,1
dbo,TagDef,DT,datetime,8,23,3,0,0
dbo,TagDefect,TagDefectID,int,4,10,0,0,0
dbo,TagDefect,IndividualDefectID,int,4,10,0,0,0
dbo,TagDefect,TagTypeID,smallint,2,5,0,0,0
dbo,TagDefect,TagValue,nvarchar,508,0,0,0,1
dbo,TagDefect,DT,datetime,8,23,3,0,0
dbo,TagDefect,X,smallint,2,5,0,1,0
dbo,TagDefect,Y,smallint,2,5,0,1,0
dbo,TagList,TagListID,smallint,2,5,0,0,0
dbo,TagList,ListName,nvarchar,100,0,0,0,1
dbo,TagList,VariantNo,tinyint,1,3,0,1,0
dbo,TagListValue,TagListValueID,int,4,10,0,0,0
dbo,TagListValue,TagListID,smallint,2,5,0,0,0
dbo,TagListValue,TagListValue,nvarchar,508,0,0,0,1
dbo,TagListValue,DisplayOrder,smallint,2,5,0,0,0
dbo,TagListValue,IsRetired,tinyint,1,3,0,0,0
dbo,TagMS,TagMSID,int,4,10,0,0,0
dbo,TagMS,MeasurementSetID,int,4,10,0,0,0
dbo,TagMS,TagTypeID,smallint,2,5,0,0,0
dbo,TagMS,TagValue,nvarchar,508,0,0,0,1
dbo,TagMS,DT,datetime,8,23,3,0,0
dbo,TagMS,TagTreeNodeID,smallint,2,5,0,1,0
dbo,TagMS,X,smallint,2,5,0,1,0
dbo,TagMS,Y,smallint,2,5,0,1,0
dbo,TagPartInstance,TagPartInstanceID,int,4,10,0,0,0
dbo,TagPartInstance,PartInstanceID,int,4,10,0,0,0
dbo,TagPartInstance,TagTypeID,smallint,2,5,0,0,0
dbo,TagPartInstance,TagValue,nvarchar,508,0,0,0,1
dbo,TagPartInstance,DT,datetime,8,23,3,0,0
dbo,TagProfile,TagProfileID,smallint,2,5,0,0,0
dbo,TagProfile,Name,nvarchar,100,0,0,0,1
dbo,TagTree,TagTreeID,smallint,2,5,0,0,0
dbo,TagTree,TagTree,nvarchar,100,0,0,0,1
dbo,TagTreeNode,TagTreeNodeID,smallint,2,5,0,0,0
dbo,TagTreeNode,TagTreeNode,nvarchar,100,0,0,0,1
dbo,TagTreeNode,TagTreeID,smallint,2,5,0,1,0
dbo,TagTreeNode,ParentTagTreeNodeID,smallint,2,5,0,1,0
dbo,TagTreeNode,Depth,tinyint,1,3,0,1,0
dbo,TagTreeNode,SortOrder,tinyint,1,3,0,1,0
dbo,TagTreeNode,ImageURI,nvarchar,510,0,0,1,1
dbo,TagTreeNode,NoCols,tinyint,1,3,0,1,0
dbo,TagTreeNode,NoRows,tinyint,1,3,0,1,0
dbo,TagTreeNode,SortExpression,varchar,255,0,0,1,1
dbo,TagTreeNode,ImageWidth,smallint,2,5,0,1,0
dbo,TagTreeNode,ImageHeight,smallint,2,5,0,1,0
dbo,TagTreeNodeImgLoc,TagTreeNodeImgLocID,smallint,2,5,0,0,0
dbo,TagTreeNodeImgLoc,TagTreeNodeID,smallint,2,5,0,0,0
dbo,TagTreeNodeImgLoc,X,tinyint,1,3,0,0,0
dbo,TagTreeNodeImgLoc,Y,tinyint,1,3,0,0,0
dbo,TagTreeNodeImgLoc,Width,tinyint,1,3,0,0,0
dbo,TagTreeNodeImgLoc,Height,tinyint,1,3,0,0,0
dbo,TagTreeNodeImgLoc,MappedTagTreeNodeID,smallint,2,5,0,1,0
dbo,TagType,TagTypeID,smallint,2,5,0,0,0
dbo,TagType,RfDataTypeID,tinyint,1,3,0,0,0
dbo,TagType,Name,nvarchar,508,0,0,0,1
dbo,TagType,TagTypeCode,nvarchar,100,0,0,1,1
dbo,TagType,ISSYSTEM,tinyint,1,3,0,0,0
dbo,TagType,TAGVIEW,nvarchar,100,0,0,1,1
dbo,TagTypeInTagProfile,TagProfileID,smallint,2,5,0,0,0
dbo,TagTypeInTagProfile,TagTypeID,smallint,2,5,0,0,0
dbo,TagTypeInTagProfile,EntryOrder,smallint,2,5,0,0,0
dbo,TagTypeInTagProfile,CompulsoryConditions,tinyint,1,3,0,0,0
dbo,TagTypeInTagProfile,IsDefaulted,tinyint,1,3,0,0,0
dbo,TagTypeInTagProfile,IsEncrypted,tinyint,1,3,0,0,0
dbo,TagTypeInTagProfile,TagListID,smallint,2,5,0,1,0
dbo,TagTypeInTagProfile,IsReadOnly,tinyint,1,3,0,0,0
dbo,TagTypeInTagProfile,RptQueryID,int,4,10,0,1,0
dbo,TagTypeInTagProfile,TagTypeInTagProfileID,int,4,10,0,0,0
dbo,TagTypeInTagProfile,TagTreeID,int,4,10,0,1,0
dbo,TagTypeInTagProfile,RfTagDataSourceID,tinyint,1,3,0,0,0
dbo,TMP_Checks_Done,ShiftID,int,4,10,0,0,0
dbo,TMP_Checks_Done,JobID,int,4,10,0,0,0
dbo,TMP_Checks_Done,AcquisitionContextID,int,4,10,0,0,0
dbo,TMP_Checks_Done,Checks_Done,float,8,53,0,1,0
dbo,TMP_Job_Shift_Downtime,ShiftID,int,4,10,0,0,0
dbo,TMP_Job_Shift_Downtime,MachineStageID,int,4,10,0,0,0
dbo,TMP_Job_Shift_Downtime,JobID,int,4,10,0,0,0
dbo,TMP_Job_Shift_Downtime,Downtime,float,8,53,0,1,0
dbo,TMP_Jobs_In_Shifts,ShiftID,int,4,10,0,0,0
dbo,TMP_Jobs_In_Shifts,MachineStageID,int,4,10,0,0,0
dbo,TMP_Jobs_In_Shifts,JobID,int,4,10,0,0,0
dbo,TMP_Jobs_In_Shifts,PartID,int,4,10,0,0,0
dbo,TMP_Jobs_In_Shifts,FromDT,datetime,8,23,3,0,0
dbo,TMP_Jobs_In_Shifts,ToDT,datetime,8,23,3,0,0
dbo,TMP_Jobs_In_Shifts,Downtime,float,8,53,0,1,0
dbo,TMP_Jobs_In_Shifts,Total_Time,float,8,53,0,1,0
dbo,TMP_Jobs_In_Shifts,Uptime,float,8,53,0,1,0
dbo,Tool,ToolID,int,4,10,0,0,0
dbo,Tool,Tool,nvarchar,508,0,0,0,1
dbo,Tool,ToolSet,nvarchar,508,0,0,1,1
dbo,Tool,Description,nvarchar,508,0,0,1,1
dbo,Tool,ToolTypeID,smallint,2,5,0,0,0
dbo,Tool,IsRetired,tinyint,1,3,0,0,0
dbo,Tool,NoCavities,tinyint,1,3,0,0,0
dbo,Tool,Variant1,nvarchar,200,0,0,1,1
dbo,Tool,Variant2,nvarchar,200,0,0,1,1
dbo,Tool,Variant3,nvarchar,200,0,0,1,1
dbo,Tool,Variant4,nvarchar,200,0,0,1,1
dbo,Tool,Variant5,nvarchar,200,0,0,1,1
dbo,Tool,Variant6,nvarchar,200,0,0,1,1
dbo,Tool,Variant7,nvarchar,200,0,0,1,1
dbo,Tool,Variant8,nvarchar,200,0,0,1,1
dbo,Tool,Variant9,nvarchar,200,0,0,1,1
dbo,Tool,Variant10,nvarchar,200,0,0,1,1
dbo,Tool,Variant11,nvarchar,200,0,0,1,1
dbo,Tool,Variant12,nvarchar,200,0,0,1,1
dbo,Tool,Variant13,nvarchar,200,0,0,1,1
dbo,Tool,Variant14,nvarchar,200,0,0,1,1
dbo,Tool,Variant15,nvarchar,200,0,0,1,1
dbo,Tool,PartID,int,4,10,0,1,0
dbo,Tool,Variant16,nvarchar,200,0,0,1,1
dbo,Tool,Variant17,nvarchar,200,0,0,1,1
dbo,Tool,Variant18,nvarchar,200,0,0,1,1
dbo,Tool,Variant19,nvarchar,200,0,0,1,1
dbo,Tool,Variant20,nvarchar,200,0,0,1,1
dbo,Tool_,ToolID,int,4,10,0,0,0
dbo,Tool_,Supplier,nvarchar,508,0,0,1,1
dbo,Tool_,Reference1,nvarchar,508,0,0,1,1
dbo,Tool_,Reference2,nvarchar,508,0,0,1,1
dbo,Tool_,Reference3,nvarchar,508,0,0,1,1
dbo,Tool_,Reference4,nvarchar,508,0,0,1,1
dbo,Tool_,Reference5,nvarchar,508,0,0,1,1
dbo,Tool_,Ident,nvarchar,100,0,0,1,1
dbo,Tool_Custom,ToolID,int,4,10,0,0,0
dbo,ToolAtLocation,ToolAtLocationID,int,4,10,0,0,0
